,f_1,f_2,f_3,f_4
0,259.0,3.0,585.95,0.6186193485658726
1,441.0,10.0,1506.95,0.5997497254181746
2,259.0,3.0,585.95,0.6186193485658726
3,401.0,3.0,754.15,0.6186193485658726
4,402.0,4.0,835.45,0.6377410468319559
5,309.0,1.0,496.15,0.47478348547867266
6,441.0,10.0,1506.95,0.5997497254181746
7,309.0,1.0,496.15,0.47478348547867266
8,394.0,2.0,672.15,0.5720664758097913
9,402.0,4.0,835.45,0.6377410468319559
10,355.0,0.0,420.5,0.34227299735321126
11,440.0,9.0,1428.25,0.6377410468319559
12,355.0,0.0,420.5,0.34227299735321126
13,384.0,1.0,596.15,0.5165109202542357
14,402.0,4.0,835.45,0.6377410468319559
15,355.0,0.0,420.5,0.34227299735321126
16,440.0,9.0,1428.25,0.6377410468319559
17,355.0,0.0,420.5,0.34227299735321126
18,385.0,0.0,588.0,0.4192279299231171
19,402.0,4.0,835.45,0.6377410468319559
20,355.0,0.0,420.5,0.34227299735321126
21,440.0,9.0,1428.25,0.6377410468319559
22,355.0,0.0,420.5,0.34227299735321126
23,385.0,0.0,588.0,0.4192279299231171
24,402.0,4.0,835.45,0.6377410468319559
25,355.0,0.0,420.5,0.34227299735321126
26,440.0,9.0,1428.25,0.6377410468319559
27,355.0,0.0,420.5,0.34227299735321126
28,385.0,0.0,588.0,0.4192279299231171
29,402.0,4.0,835.45,0.6377410468319559
30,401.0,3.0,754.15,0.6186193485658726
31,441.0,10.0,1506.95,0.5997497254181746
32,402.0,4.0,835.45,0.6377410468319559
33,401.0,3.0,754.15,0.6186193485658726
34,402.0,4.0,835.45,0.6377410468319559
35,338.0,2.0,671.8,0.5720664758097913
36,439.0,8.0,1346.95,0.6377410468319559
37,338.0,2.0,671.8,0.5720664758097913
38,394.0,2.0,672.15,0.5720664758097913
39,402.0,4.0,835.45,0.6377410468319559
40,369.0,1.0,512.4,0.4395559876843299
41,434.0,5.0,1085.55,0.6142530474081276
42,369.0,1.0,512.4,0.4395559876843299
43,399.0,1.0,679.9,0.5165109202542357
44,402.0,4.0,835.45,0.6377410468319559
45,370.0,0.0,504.25,0.4192279299231171
46,434.0,4.0,1009.4,0.6186193485658726
47,370.0,0.0,504.25,0.4192279299231171
48,400.0,0.0,671.75,0.4192279299231171
49,402.0,4.0,835.45,0.6377410468319559
50,370.0,0.0,504.25,0.4192279299231171
51,434.0,4.0,1009.4,0.6186193485658726
52,370.0,0.0,504.25,0.4192279299231171
53,400.0,0.0,671.75,0.4192279299231171
54,402.0,4.0,835.45,0.6377410468319559
55,370.0,0.0,504.25,0.4192279299231171
56,434.0,4.0,1009.4,0.6186193485658726
57,370.0,0.0,504.25,0.4192279299231171
58,400.0,0.0,671.75,0.4192279299231171
59,402.0,4.0,835.45,0.6377410468319559
60,401.0,3.0,754.15,0.6186193485658726
61,431.0,3.0,921.65,0.6186193485658726
62,402.0,4.0,835.45,0.6377410468319559
63,401.0,3.0,754.15,0.6186193485658726
64,402.0,4.0,835.45,0.6377410468319559
65,385.0,2.0,674.85,0.5720664758097913
66,424.0,2.0,839.65,0.5720664758097913
67,402.0,4.0,835.45,0.6377410468319559
68,394.0,2.0,672.15,0.5720664758097913
69,402.0,4.0,835.45,0.6377410468319559
70,399.0,1.0,679.9,0.5165109202542357
71,424.0,2.0,839.65,0.5720664758097913
72,402.0,2.0,746.0,0.521336358234754
73,399.0,1.0,679.9,0.5165109202542357
74,402.0,4.0,835.45,0.6377410468319559
75,400.0,0.0,671.75,0.4192279299231171
76,424.0,2.0,839.65,0.5720664758097913
77,400.0,0.0,671.75,0.4192279299231171
78,400.0,0.0,671.75,0.4192279299231171
79,402.0,4.0,835.45,0.6377410468319559
80,400.0,0.0,671.75,0.4192279299231171
81,424.0,2.0,839.65,0.5720664758097913
82,400.0,0.0,671.75,0.4192279299231171
83,400.0,0.0,671.75,0.4192279299231171
84,402.0,4.0,835.45,0.6377410468319559
85,400.0,0.0,671.75,0.4192279299231171
86,424.0,2.0,839.65,0.5720664758097913
87,400.0,0.0,671.75,0.4192279299231171
88,400.0,0.0,671.75,0.4192279299231171
89,402.0,4.0,835.45,0.6377410468319559
90,401.0,3.0,754.15,0.6186193485658726
91,431.0,3.0,921.65,0.6186193485658726
92,402.0,4.0,835.45,0.6377410468319559
93,401.0,3.0,754.15,0.6186193485658726
94,402.0,4.0,835.45,0.6377410468319559
95,394.0,2.0,672.15,0.5720664758097913
96,436.0,5.0,1094.6,0.6377410468319559
97,402.0,4.0,835.45,0.6377410468319559
98,394.0,2.0,672.15,0.5720664758097913
99,402.0,4.0,835.45,0.6377410468319559
100,399.0,1.0,679.9,0.5165109202542357
101,436.0,5.0,1094.6,0.6377410468319559
102,431.0,3.0,921.65,0.6186193485658726
103,399.0,1.0,679.9,0.5165109202542357
104,402.0,4.0,835.45,0.6377410468319559
105,400.0,0.0,671.75,0.4192279299231171
106,436.0,5.0,1094.6,0.6377410468319559
107,431.0,3.0,921.65,0.6186193485658726
108,400.0,0.0,671.75,0.4192279299231171
109,402.0,4.0,835.45,0.6377410468319559
110,400.0,0.0,671.75,0.4192279299231171
111,436.0,5.0,1094.6,0.6377410468319559
112,431.0,3.0,921.65,0.6186193485658726
113,400.0,0.0,671.75,0.4192279299231171
114,402.0,4.0,835.45,0.6377410468319559
115,400.0,0.0,671.75,0.4192279299231171
116,436.0,5.0,1094.6,0.6377410468319559
117,431.0,3.0,921.65,0.6186193485658726
118,400.0,0.0,671.75,0.4192279299231171
119,402.0,4.0,835.45,0.6377410468319559
120,401.0,3.0,754.15,0.6186193485658726
121,441.0,10.0,1506.95,0.5997497254181746
122,402.0,4.0,835.45,0.6377410468319559
123,401.0,3.0,754.15,0.6186193485658726
124,402.0,4.0,835.45,0.6377410468319559
125,394.0,2.0,672.15,0.5720664758097913
126,441.0,10.0,1506.95,0.5997497254181746
127,403.0,4.0,839.35,0.6377410468319559
128,394.0,2.0,672.15,0.5720664758097913
129,402.0,4.0,835.45,0.6377410468319559
130,399.0,1.0,679.9,0.5165109202542357
131,441.0,10.0,1506.95,0.5997497254181746
132,437.0,6.0,1173.3,0.6377410468319559
133,399.0,1.0,679.9,0.5165109202542357
134,402.0,4.0,835.45,0.6377410468319559
135,400.0,0.0,671.75,0.4192279299231171
136,441.0,10.0,1506.95,0.5997497254181746
137,437.0,6.0,1173.3,0.6377410468319559
138,400.0,0.0,671.75,0.4192279299231171
139,402.0,4.0,835.45,0.6377410468319559
140,400.0,0.0,671.75,0.4192279299231171
141,441.0,10.0,1506.95,0.5997497254181746
142,437.0,6.0,1173.3,0.6377410468319559
143,400.0,0.0,671.75,0.4192279299231171
144,402.0,4.0,835.45,0.6377410468319559
145,400.0,0.0,671.75,0.4192279299231171
146,441.0,10.0,1506.95,0.5997497254181746
147,437.0,6.0,1173.3,0.6377410468319559
148,400.0,0.0,671.75,0.4192279299231171
149,402.0,4.0,835.45,0.6377410468319559
150,401.0,3.0,754.15,0.6186193485658726
151,441.0,10.0,1506.95,0.5997497254181746
152,402.0,4.0,835.45,0.6377410468319559
153,401.0,3.0,754.15,0.6186193485658726
154,402.0,4.0,835.45,0.6377410468319559
155,394.0,2.0,672.15,0.5720664758097913
156,441.0,10.0,1506.95,0.5997497254181746
157,403.0,4.0,839.35,0.6377410468319559
158,394.0,2.0,672.15,0.5720664758097913
159,402.0,4.0,835.45,0.6377410468319559
160,399.0,1.0,679.9,0.5165109202542357
161,441.0,10.0,1506.95,0.5997497254181746
162,441.0,10.0,1506.95,0.6121284142674517
163,399.0,1.0,679.9,0.5165109202542357
164,402.0,4.0,835.45,0.6377410468319559
165,400.0,0.0,671.75,0.4192279299231171
166,441.0,10.0,1506.95,0.5997497254181746
167,441.0,10.0,1506.95,0.5997497254181746
168,400.0,0.0,671.75,0.4192279299231171
169,402.0,4.0,835.45,0.6377410468319559
170,400.0,0.0,671.75,0.4192279299231171
171,441.0,10.0,1506.95,0.5997497254181746
172,441.0,10.0,1506.95,0.5997497254181746
173,400.0,0.0,671.75,0.4192279299231171
174,402.0,4.0,835.45,0.6377410468319559
175,400.0,0.0,671.75,0.4192279299231171
176,441.0,10.0,1506.95,0.5997497254181746
177,441.0,10.0,1506.95,0.5997497254181746
178,400.0,0.0,671.75,0.4192279299231171
179,402.0,4.0,835.45,0.6377410468319559
180,259.0,3.0,585.95,0.6186193485658726
181,441.0,10.0,1506.95,0.5997497254181746
182,259.0,3.0,585.95,0.6186193485658726
183,402.0,4.0,835.45,0.6377410468319559
184,402.0,4.0,835.45,0.6377410468319559
185,309.0,1.0,496.15,0.47478348547867266
186,441.0,10.0,1506.95,0.5997497254181746
187,309.0,1.0,496.15,0.47478348547867266
188,401.0,3.0,754.15,0.6186193485658726
189,402.0,4.0,835.45,0.6377410468319559
190,355.0,0.0,420.5,0.34227299735321126
191,440.0,9.0,1428.25,0.6377410468319559
192,355.0,0.0,420.5,0.34227299735321126
193,384.0,1.0,596.15,0.4967230234609914
194,402.0,4.0,835.45,0.6377410468319559
195,355.0,0.0,420.5,0.34227299735321126
196,440.0,9.0,1428.25,0.6377410468319559
197,355.0,0.0,420.5,0.34227299735321126
198,385.0,0.0,588.0,0.4192279299231171
199,402.0,4.0,835.45,0.6377410468319559
200,355.0,0.0,420.5,0.34227299735321126
201,440.0,9.0,1428.25,0.6377410468319559
202,355.0,0.0,420.5,0.34227299735321126
203,385.0,0.0,588.0,0.4192279299231171
204,402.0,4.0,835.45,0.6377410468319559
205,355.0,0.0,420.5,0.34227299735321126
206,440.0,9.0,1428.25,0.6377410468319559
207,355.0,0.0,420.5,0.34227299735321126
208,385.0,0.0,588.0,0.4192279299231171
209,402.0,4.0,835.45,0.6377410468319559
210,402.0,4.0,835.45,0.6377410468319559
211,441.0,10.0,1506.95,0.5997497254181746
212,402.0,4.0,835.45,0.6377410468319559
213,402.0,4.0,835.45,0.6377410468319559
214,402.0,4.0,835.45,0.6377410468319559
215,338.0,2.0,671.8,0.5720664758097913
216,441.0,10.0,1506.95,0.5997497254181746
217,338.0,2.0,671.8,0.5720664758097913
218,401.0,3.0,754.15,0.6186193485658726
219,402.0,4.0,835.45,0.6377410468319559
220,369.0,1.0,512.4,0.4395559876843299
221,434.0,5.0,1085.55,0.6142530474081276
222,369.0,1.0,512.4,0.4395559876843299
223,399.0,1.0,679.9,0.5165109202542357
224,402.0,4.0,835.45,0.6377410468319559
225,370.0,0.0,504.25,0.4192279299231171
226,434.0,4.0,1009.4,0.6186193485658726
227,370.0,0.0,504.25,0.4192279299231171
228,400.0,0.0,671.75,0.4192279299231171
229,402.0,4.0,835.45,0.6377410468319559
230,370.0,0.0,504.25,0.4192279299231171
231,434.0,4.0,1009.4,0.6186193485658726
232,370.0,0.0,504.25,0.4192279299231171
233,400.0,0.0,671.75,0.4192279299231171
234,402.0,4.0,835.45,0.6377410468319559
235,370.0,0.0,504.25,0.4192279299231171
236,434.0,4.0,1009.4,0.6186193485658726
237,370.0,0.0,504.25,0.4192279299231171
238,400.0,0.0,671.75,0.4192279299231171
239,402.0,4.0,835.45,0.6377410468319559
240,402.0,4.0,835.45,0.6377410468319559
241,438.0,7.0,1261.65,0.6377410468319559
242,402.0,4.0,835.45,0.6377410468319559
243,402.0,4.0,835.45,0.6377410468319559
244,402.0,4.0,835.45,0.6377410468319559
245,401.0,3.0,754.15,0.6186193485658726
246,436.0,5.0,1094.6,0.6377410468319559
247,402.0,4.0,835.45,0.6377410468319559
248,401.0,3.0,754.15,0.6186193485658726
249,402.0,4.0,835.45,0.6377410468319559
250,402.0,2.0,746.0,0.521336358234754
251,436.0,5.0,1094.6,0.6377410468319559
252,402.0,2.0,746.0,0.521336358234754
253,424.0,2.0,839.65,0.5586434757557752
254,402.0,4.0,835.45,0.6377410468319559
255,400.0,0.0,671.75,0.4192279299231171
256,431.0,3.0,921.65,0.6186193485658726
257,400.0,0.0,671.75,0.4192279299231171
258,414.0,1.0,763.65,0.5165109202542357
259,402.0,4.0,835.45,0.6377410468319559
260,400.0,0.0,671.75,0.4192279299231171
261,431.0,3.0,921.65,0.6186193485658726
262,400.0,0.0,671.75,0.4192279299231171
263,414.0,1.0,763.65,0.5165109202542357
264,402.0,4.0,835.45,0.6377410468319559
265,400.0,0.0,671.75,0.4192279299231171
266,431.0,3.0,921.65,0.6186193485658726
267,400.0,0.0,671.75,0.4192279299231171
268,414.0,1.0,763.65,0.5165109202542357
269,402.0,4.0,835.45,0.6377410468319559
270,402.0,4.0,835.45,0.6377410468319559
271,403.0,4.0,839.35,0.6377410468319559
272,402.0,4.0,835.45,0.6377410468319559
273,402.0,4.0,835.45,0.6377410468319559
274,402.0,4.0,835.45,0.6377410468319559
275,401.0,3.0,754.15,0.6186193485658726
276,436.0,5.0,1094.6,0.6377410468319559
277,402.0,4.0,835.45,0.6377410468319559
278,401.0,3.0,754.15,0.6186193485658726
279,402.0,4.0,835.45,0.6377410468319559
280,424.0,2.0,839.65,0.5720664758097913
281,431.0,3.0,921.65,0.6186193485658726
282,431.0,3.0,921.65,0.6186193485658726
283,424.0,2.0,839.65,0.5720664758097913
284,402.0,4.0,835.45,0.6377410468319559
285,424.0,2.0,839.65,0.5720664758097913
286,431.0,3.0,921.65,0.6186193485658726
287,431.0,3.0,921.65,0.6186193485658726
288,424.0,2.0,839.65,0.5720664758097913
289,402.0,4.0,835.45,0.6377410468319559
290,424.0,2.0,839.65,0.5720664758097913
291,431.0,3.0,921.65,0.6186193485658726
292,431.0,3.0,921.65,0.6186193485658726
293,424.0,2.0,839.65,0.5720664758097913
294,402.0,4.0,835.45,0.6377410468319559
295,424.0,2.0,839.65,0.5720664758097913
296,431.0,3.0,921.65,0.6186193485658726
297,431.0,3.0,921.65,0.6186193485658726
298,424.0,2.0,839.65,0.5720664758097913
299,402.0,4.0,835.45,0.6377410468319559
300,402.0,4.0,835.45,0.6377410468319559
301,441.0,10.0,1506.95,0.5997497254181746
302,402.0,4.0,835.45,0.6377410468319559
303,402.0,4.0,835.45,0.6377410468319559
304,402.0,4.0,835.45,0.6377410468319559
305,401.0,3.0,754.15,0.6186193485658726
306,441.0,10.0,1506.95,0.5997497254181746
307,403.0,4.0,839.35,0.6377410468319559
308,401.0,3.0,754.15,0.6186193485658726
309,402.0,4.0,835.45,0.6377410468319559
310,424.0,2.0,839.65,0.5720664758097913
311,441.0,10.0,1506.95,0.5997497254181746
312,437.0,6.0,1173.3,0.6377410468319559
313,424.0,2.0,839.65,0.5720664758097913
314,402.0,4.0,835.45,0.6377410468319559
315,424.0,2.0,839.65,0.5720664758097913
316,441.0,10.0,1506.95,0.5997497254181746
317,437.0,6.0,1173.3,0.6377410468319559
318,424.0,2.0,839.65,0.5720664758097913
319,402.0,4.0,835.45,0.6377410468319559
320,424.0,2.0,839.65,0.5720664758097913
321,441.0,10.0,1506.95,0.5997497254181746
322,437.0,6.0,1173.3,0.6377410468319559
323,424.0,2.0,839.65,0.5720664758097913
324,402.0,4.0,835.45,0.6377410468319559
325,424.0,2.0,839.65,0.5720664758097913
326,441.0,10.0,1506.95,0.5997497254181746
327,437.0,6.0,1173.3,0.6377410468319559
328,424.0,2.0,839.65,0.5720664758097913
329,402.0,4.0,835.45,0.6377410468319559
330,402.0,4.0,835.45,0.6377410468319559
331,441.0,10.0,1506.95,0.5997497254181746
332,402.0,4.0,835.45,0.6377410468319559
333,402.0,4.0,835.45,0.6377410468319559
334,402.0,4.0,835.45,0.6377410468319559
335,401.0,3.0,754.15,0.6186193485658726
336,441.0,10.0,1506.95,0.5997497254181746
337,403.0,4.0,839.35,0.6377410468319559
338,401.0,3.0,754.15,0.6186193485658726
339,402.0,4.0,835.45,0.6377410468319559
340,424.0,2.0,839.65,0.5720664758097913
341,441.0,10.0,1506.95,0.5997497254181746
342,441.0,10.0,1506.95,0.6121284142674517
343,424.0,2.0,839.65,0.5720664758097913
344,402.0,4.0,835.45,0.6377410468319559
345,424.0,2.0,839.65,0.5720664758097913
346,441.0,10.0,1506.95,0.5997497254181746
347,441.0,10.0,1506.95,0.5997497254181746
348,424.0,2.0,839.65,0.5720664758097913
349,402.0,4.0,835.45,0.6377410468319559
350,424.0,2.0,839.65,0.5720664758097913
351,441.0,10.0,1506.95,0.5997497254181746
352,441.0,10.0,1506.95,0.5997497254181746
353,424.0,2.0,839.65,0.5720664758097913
354,402.0,4.0,835.45,0.6377410468319559
355,424.0,2.0,839.65,0.5720664758097913
356,441.0,10.0,1506.95,0.5997497254181746
357,441.0,10.0,1506.95,0.5997497254181746
358,424.0,2.0,839.65,0.5720664758097913
359,402.0,4.0,835.45,0.6377410468319559
360,259.0,3.0,585.95,0.6186193485658726
361,441.0,10.0,1506.95,0.5997497254181746
362,259.0,3.0,585.95,0.6186193485658726
363,402.0,4.0,835.45,0.6377410468319559
364,402.0,4.0,835.45,0.6377410468319559
365,309.0,1.0,496.15,0.47478348547867266
366,441.0,10.0,1506.95,0.5997497254181746
367,309.0,1.0,496.15,0.47478348547867266
368,401.0,3.0,754.15,0.6186193485658726
369,402.0,4.0,835.45,0.6377410468319559
370,355.0,0.0,420.5,0.34227299735321126
371,440.0,9.0,1428.25,0.6377410468319559
372,355.0,0.0,420.5,0.34227299735321126
373,384.0,1.0,596.15,0.5165109202542357
374,402.0,4.0,835.45,0.6377410468319559
375,355.0,0.0,420.5,0.34227299735321126
376,440.0,9.0,1428.25,0.6377410468319559
377,355.0,0.0,420.5,0.34227299735321126
378,385.0,0.0,588.0,0.4192279299231171
379,402.0,4.0,835.45,0.6377410468319559
380,355.0,0.0,420.5,0.34227299735321126
381,440.0,9.0,1428.25,0.6377410468319559
382,355.0,0.0,420.5,0.34227299735321126
383,385.0,0.0,588.0,0.4192279299231171
384,402.0,4.0,835.45,0.6377410468319559
385,355.0,0.0,420.5,0.34227299735321126
386,440.0,9.0,1428.25,0.6377410468319559
387,355.0,0.0,420.5,0.34227299735321126
388,385.0,0.0,588.0,0.4192279299231171
389,402.0,4.0,835.45,0.6377410468319559
390,402.0,4.0,835.45,0.6377410468319559
391,441.0,10.0,1506.95,0.5997497254181746
392,402.0,4.0,835.45,0.6377410468319559
393,402.0,4.0,835.45,0.6377410468319559
394,402.0,4.0,835.45,0.6377410468319559
395,338.0,2.0,671.8,0.5720664758097913
396,441.0,10.0,1506.95,0.5997497254181746
397,338.0,2.0,671.8,0.5720664758097913
398,402.0,4.0,835.45,0.6377410468319559
399,402.0,4.0,835.45,0.6377410468319559
400,369.0,1.0,512.4,0.4395559876843299
401,434.0,5.0,1085.55,0.6142530474081276
402,369.0,1.0,512.4,0.4395559876843299
403,399.0,1.0,679.9,0.5165109202542357
404,402.0,4.0,835.45,0.6377410468319559
405,370.0,0.0,504.25,0.4192279299231171
406,434.0,4.0,1009.4,0.6186193485658726
407,370.0,0.0,504.25,0.4192279299231171
408,400.0,0.0,671.75,0.4192279299231171
409,402.0,4.0,835.45,0.6377410468319559
410,370.0,0.0,504.25,0.4192279299231171
411,434.0,4.0,1009.4,0.6186193485658726
412,370.0,0.0,504.25,0.4192279299231171
413,400.0,0.0,671.75,0.4192279299231171
414,402.0,4.0,835.45,0.6377410468319559
415,370.0,0.0,504.25,0.4192279299231171
416,434.0,4.0,1009.4,0.6186193485658726
417,370.0,0.0,504.25,0.4192279299231171
418,400.0,0.0,671.75,0.4192279299231171
419,402.0,4.0,835.45,0.6377410468319559
420,402.0,4.0,835.45,0.6377410468319559
421,439.0,8.0,1342.95,0.6377410468319559
422,402.0,4.0,835.45,0.6377410468319559
423,402.0,4.0,835.45,0.6377410468319559
424,402.0,4.0,835.45,0.6377410468319559
425,402.0,4.0,835.45,0.6377410468319559
426,439.0,8.0,1342.95,0.6377410468319559
427,402.0,4.0,835.45,0.6377410468319559
428,403.0,4.0,839.35,0.6377410468319559
429,402.0,4.0,835.45,0.6377410468319559
430,402.0,2.0,746.0,0.521336358234754
431,436.0,5.0,1094.6,0.6377410468319559
432,402.0,2.0,746.0,0.521336358234754
433,416.0,3.0,837.9,0.5854084517186121
434,402.0,4.0,835.45,0.6377410468319559
435,400.0,0.0,671.75,0.4192279299231171
436,431.0,3.0,921.65,0.6186193485658726
437,400.0,0.0,671.75,0.4192279299231171
438,414.0,1.0,763.65,0.5165109202542357
439,402.0,4.0,835.45,0.6377410468319559
440,400.0,0.0,671.75,0.4192279299231171
441,431.0,3.0,921.65,0.6186193485658726
442,400.0,0.0,671.75,0.4192279299231171
443,414.0,1.0,763.65,0.5165109202542357
444,402.0,4.0,835.45,0.6377410468319559
445,400.0,0.0,671.75,0.4192279299231171
446,431.0,3.0,921.65,0.6186193485658726
447,400.0,0.0,671.75,0.4192279299231171
448,414.0,1.0,763.65,0.5165109202542357
449,402.0,4.0,835.45,0.6377410468319559
450,402.0,4.0,835.45,0.6377410468319559
451,403.0,4.0,839.35,0.6377410468319559
452,402.0,4.0,835.45,0.6377410468319559
453,402.0,4.0,835.45,0.6377410468319559
454,402.0,4.0,835.45,0.6377410468319559
455,402.0,4.0,835.45,0.6377410468319559
456,436.0,5.0,1094.6,0.6377410468319559
457,402.0,4.0,835.45,0.6377410468319559
458,403.0,4.0,839.35,0.6377410468319559
459,402.0,4.0,835.45,0.6377410468319559
460,431.0,3.0,921.65,0.6186193485658726
461,432.0,4.0,1000.35,0.6186193485658726
462,431.0,3.0,921.65,0.6186193485658726
463,431.0,3.0,921.65,0.6186193485658726
464,402.0,4.0,835.45,0.6377410468319559
465,431.0,3.0,921.65,0.6186193485658726
466,432.0,4.0,1000.35,0.6186193485658726
467,431.0,3.0,921.65,0.6186193485658726
468,431.0,3.0,921.65,0.6186193485658726
469,402.0,4.0,835.45,0.6377410468319559
470,431.0,3.0,921.65,0.6186193485658726
471,432.0,4.0,1000.35,0.6186193485658726
472,431.0,3.0,921.65,0.6186193485658726
473,431.0,3.0,921.65,0.6186193485658726
474,402.0,4.0,835.45,0.6377410468319559
475,431.0,3.0,921.65,0.6186193485658726
476,432.0,4.0,1000.35,0.6186193485658726
477,431.0,3.0,921.65,0.6186193485658726
478,431.0,3.0,921.65,0.6186193485658726
479,402.0,4.0,835.45,0.6377410468319559
480,402.0,4.0,835.45,0.6377410468319559
481,441.0,10.0,1506.95,0.5997497254181746
482,402.0,4.0,835.45,0.6377410468319559
483,402.0,4.0,835.45,0.6377410468319559
484,402.0,4.0,835.45,0.6377410468319559
485,403.0,4.0,839.35,0.6377410468319559
486,441.0,10.0,1506.95,0.5997497254181746
487,403.0,4.0,839.35,0.6377410468319559
488,403.0,4.0,839.35,0.6377410468319559
489,402.0,4.0,835.45,0.6377410468319559
490,434.0,4.0,1009.4,0.6186193485658726
491,439.0,8.0,1346.95,0.6377410468319559
492,437.0,6.0,1173.3,0.6377410468319559
493,434.0,4.0,1009.4,0.6186193485658726
494,402.0,4.0,835.45,0.6377410468319559
495,434.0,4.0,1009.4,0.6186193485658726
496,439.0,8.0,1346.95,0.6377410468319559
497,437.0,6.0,1173.3,0.6377410468319559
498,434.0,4.0,1009.4,0.6186193485658726
499,402.0,4.0,835.45,0.6377410468319559
500,434.0,4.0,1009.4,0.6186193485658726
501,439.0,8.0,1346.95,0.6377410468319559
502,437.0,6.0,1173.3,0.6377410468319559
503,434.0,4.0,1009.4,0.6186193485658726
504,402.0,4.0,835.45,0.6377410468319559
505,434.0,4.0,1009.4,0.6186193485658726
506,439.0,8.0,1346.95,0.6377410468319559
507,437.0,6.0,1173.3,0.6377410468319559
508,434.0,4.0,1009.4,0.6186193485658726
509,402.0,4.0,835.45,0.6377410468319559
510,402.0,4.0,835.45,0.6377410468319559
511,441.0,10.0,1506.95,0.5997497254181746
512,402.0,4.0,835.45,0.6377410468319559
513,402.0,4.0,835.45,0.6377410468319559
514,402.0,4.0,835.45,0.6377410468319559
515,403.0,4.0,839.35,0.6377410468319559
516,441.0,10.0,1506.95,0.5997497254181746
517,403.0,4.0,839.35,0.6377410468319559
518,403.0,4.0,839.35,0.6377410468319559
519,402.0,4.0,835.45,0.6377410468319559
520,434.0,4.0,1009.4,0.6186193485658726
521,441.0,10.0,1506.95,0.5997497254181746
522,441.0,10.0,1506.95,0.6121284142674517
523,434.0,4.0,1009.4,0.6186193485658726
524,402.0,4.0,835.45,0.6377410468319559
525,434.0,4.0,1009.4,0.6186193485658726
526,441.0,10.0,1506.95,0.5997497254181746
527,441.0,10.0,1506.95,0.5997497254181746
528,434.0,4.0,1009.4,0.6186193485658726
529,402.0,4.0,835.45,0.6377410468319559
530,434.0,4.0,1009.4,0.6186193485658726
531,441.0,10.0,1506.95,0.5997497254181746
532,441.0,10.0,1506.95,0.5997497254181746
533,434.0,4.0,1009.4,0.6186193485658726
534,402.0,4.0,835.45,0.6377410468319559
535,434.0,4.0,1009.4,0.6186193485658726
536,441.0,10.0,1506.95,0.5997497254181746
537,441.0,10.0,1506.95,0.5997497254181746
538,434.0,4.0,1009.4,0.6186193485658726
539,402.0,4.0,835.45,0.6377410468319559
540,259.0,3.0,585.95,0.6186193485658726
541,441.0,10.0,1506.95,0.5997497254181746
542,259.0,3.0,585.95,0.6186193485658726
543,402.0,4.0,835.45,0.6377410468319559
544,402.0,4.0,835.45,0.6377410468319559
545,309.0,1.0,496.15,0.47478348547867266
546,441.0,10.0,1506.95,0.5997497254181746
547,309.0,1.0,496.15,0.47478348547867266
548,401.0,3.0,754.15,0.6186193485658726
549,402.0,4.0,835.45,0.6377410468319559
550,355.0,0.0,420.5,0.34227299735321126
551,440.0,9.0,1428.25,0.6377410468319559
552,355.0,0.0,420.5,0.34227299735321126
553,384.0,1.0,596.15,0.5165109202542357
554,402.0,4.0,835.45,0.6377410468319559
555,355.0,0.0,420.5,0.34227299735321126
556,440.0,9.0,1428.25,0.6377410468319559
557,355.0,0.0,420.5,0.34227299735321126
558,385.0,0.0,588.0,0.4192279299231171
559,402.0,4.0,835.45,0.6377410468319559
560,355.0,0.0,420.5,0.34227299735321126
561,440.0,9.0,1428.25,0.6377410468319559
562,355.0,0.0,420.5,0.34227299735321126
563,385.0,0.0,588.0,0.4192279299231171
564,402.0,4.0,835.45,0.6377410468319559
565,355.0,0.0,420.5,0.34227299735321126
566,440.0,9.0,1428.25,0.6377410468319559
567,355.0,0.0,420.5,0.34227299735321126
568,385.0,0.0,588.0,0.4192279299231171
569,402.0,4.0,835.45,0.6377410468319559
570,402.0,4.0,835.45,0.6377410468319559
571,441.0,10.0,1506.95,0.5997497254181746
572,402.0,4.0,835.45,0.6377410468319559
573,402.0,4.0,835.45,0.6377410468319559
574,402.0,4.0,835.45,0.6377410468319559
575,338.0,2.0,671.8,0.5720664758097913
576,441.0,10.0,1506.95,0.5997497254181746
577,338.0,2.0,671.8,0.5720664758097913
578,402.0,4.0,835.45,0.6377410468319559
579,402.0,4.0,835.45,0.6377410468319559
580,369.0,1.0,512.4,0.4395559876843299
581,434.0,5.0,1085.55,0.6142530474081276
582,369.0,1.0,512.4,0.4395559876843299
583,399.0,1.0,679.9,0.5165109202542357
584,402.0,4.0,835.45,0.6377410468319559
585,370.0,0.0,504.25,0.4192279299231171
586,434.0,4.0,1009.4,0.6186193485658726
587,370.0,0.0,504.25,0.4192279299231171
588,400.0,0.0,671.75,0.4192279299231171
589,402.0,4.0,835.45,0.6377410468319559
590,370.0,0.0,504.25,0.4192279299231171
591,434.0,4.0,1009.4,0.6186193485658726
592,370.0,0.0,504.25,0.4192279299231171
593,400.0,0.0,671.75,0.4192279299231171
594,402.0,4.0,835.45,0.6377410468319559
595,370.0,0.0,504.25,0.4192279299231171
596,434.0,4.0,1009.4,0.6186193485658726
597,370.0,0.0,504.25,0.4192279299231171
598,400.0,0.0,671.75,0.4192279299231171
599,402.0,4.0,835.45,0.6377410468319559
600,402.0,4.0,835.45,0.6377410468319559
601,439.0,8.0,1342.95,0.6377410468319559
